18.0	42.0	6811	13	0	0	3	2	0	13	12	0	0	0	0	1	0	0	2	1	1	0	0	3	
18.0	42.5	30661	145	3	5	70	10	5	76	101	3	0	9	0	2	1	6	5	8	15	1	4	17	
18.0	43.0	5743	28	2	3	7	6	0	42	12	0	0	0	0	0	0	0	1	0	1	0	1	2	
18.2	41.5	7643	64	1	41	12	6	2	52	13	1	0	0	0	0	0	0	0	0	0	1	1	3	
18.2	42.0	27113	327	9	28	31	14	9	71	33	3	0	0	0	1	3	3	7	2	4	0	9	19	
18.2	42.5	184038	3436	41	97	459	220	36	531	491	37	0	1	0	39	46	65	101	19	109	25	41	272	
18.4	42.0	14578	93	5	11	4	14	1	36	26	1	0	0	0	1	0	3	4	3	2	0	2	8	
18.4	42.5	5111	25	0	0	3	1	0	13	11	0	0	0	0	2	0	0	0	1	0	0	1	2	
18.4	43.0	4443	241	30	2	8	7	2	4	5	0	0	0	0	3	1	1	1	6	3	0	0	4	
18.6	42.0	20898	93	4	2	23	3	0	51	41	2	0	0	0	8	0	2	6	4	0	0	0	4	
18.6	42.5	6689	22	6	0	6	0	0	27	10	2	0	0	0	1	2	0	0	1	0	0	0	3	
18.6	43.5	1182	2	2	4	21	11	0	2	2	0	0	0	0	0	7	2	1	0	3	1	0	9	
18.8	42.0	10104	31	1	0	6	1	0	17	13	1	0	0	0	0	0	0	3	0	0	0	2	1	
18.8	42.5	2134	165	0	0	4	7	0	4	3	0	0	0	0	2	7	0	1	0	0	0	0	9	
19.0	41.5	15238	196	3	0	16	7	1	28	147	1	1	0	0	1	0	0	2	1	1	0	65	10	
19.0	42.0	9403	61	1	1	12	6	2	20	22	0	0	0	0	1	1	0	4	0	3	0	0	24	
19.2	41.5	4739	66	0	0	3	0	0	14	7	13	0	0	0	1	0	0	0	0	0	0	0	2	
19.4	41.0	6479	18	1	3	3	4	0	23	20	1	0	0	0	1	0	11	1	4	0	0	0	9	
19.4	41.5	25733	186	2	1	17	4	5	108	37	1	0	0	0	7	0	1	4	2	6	1	3	9	
19.6	37.0	137	44	1	0	10	2	0	5	0	0	0	0	0	0	0	0	2	0	0	1	1	1	
19.6	41.0	10376	181	1	1	14	4	0	28	22	1	0	0	0	2	0	3	1	2	3	1	3	8	
19.6	41.5	15282	160	3	0	14	3	1	51	40	1	0	0	0	2	1	1	1	4	0	0	1	5	
19.8	41.0	14480	98	14	0	50	8	3	39	34	2	0	0	0	3	0	4	2	1	2	0	3	21	
19.8	41.5	18252	233	6	0	21	6	15	94	24	0	0	0	0	4	1	5	3	1	6	7	0	30	
19.8	42.0	3474	19	5	0	2	0	0	11	50	1	0	0	0	1	0	0	3	1	0	0	0	5	
19.8	42.5	18986	69	1	0	44	0	1	54	29	0	0	0	0	0	1	2	19	2	2	0	27	9	
20.0	40.0	5977	134	0	0	10	4	1	37	8	13	0	0	0	2	1	6	2	0	2	0	2	5	
20.0	41.0	33523	188	11	6	65	3	1	119	82	4	0	0	0	25	4	7	6	5	8	0	2	31	
20.0	42.5	19074	104	8	4	26	6	0	30	30	0	1	0	0	5	3	7	6	0	3	0	3	20	
20.2	41.0	9885	20	0	0	7	3	0	26	8	0	0	0	0	0	1	0	3	3	0	0	3	3	
20.2	41.5	6686	22	2	1	10	2	0	32	27	0	0	0	0	1	1	0	1	1	1	0	0	17	
20.2	42.5	7211	70	3	0	5	1	1	17	19	0	0	0	0	0	0	0	1	0	3	0	1	3	
20.4	40.5	3781	19	2	2	3	1	0	15	11	0	0	0	0	0	0	0	0	1	0	0	0	3	
20.4	41.5	4634	10	0	0	12	1	0	37	37	2	0	0	0	1	0	0	1	0	0	0	2	1	
20.4	44.5	20173	76	7	2	16	5	0	38	33	0	0	0	0	1	0	3	6	3	0	0	3	11	
20.4	45.5	4835	33	2	0	4	5	0	11	11	0	0	0	0	0	1	1	3	7	1	0	1	2	
20.6	39.5	1292	37	1	0	2	13	1	2	1	0	0	0	0	0	0	1	1	1	0	1	0	4	
20.6	40.5	5290	97	1	7	1	2	0	21	9	0	0	0	0	2	0	1	1	1	0	0	1	6	
21.0	40.0	2075	27	0	0	6	2	0	14	16	0	0	0	0	0	0	0	0	0	0	0	1	0	
21.0	40.5	6211	29	3	0	8	0	2	29	14	0	0	0	0	0	0	0	3	1	1	0	2	5	
21.2	39.0	26984	317	8	12	44	19	7	131	43	34	0	0	0	4	1	11	3	2	10	1	3	58	
21.2	39.5	95620	4854	123	313	757	364	73	511	291	78	0	0	0	63	58	71	64	69	93	16	22	464	
21.2	40.0	226955	2520	86	167	399	175	32	621	393	49	0	0	0	30	29	47	91	21	124	12	33	258	
21.2	40.5	11749	91	3	1	33	17	0	14	11	0	0	0	0	0	3	4	18	2	4	0	0	10	
21.2	41.5	8589	31	0	0	5	2	1	14	30	0	0	0	0	1	0	1	1	0	1	1	1	3	
21.2	42.5	10538	26	2	0	14	3	1	20	17	2	0	0	0	0	0	1	1	2	2	1	0	4	
21.4	39.0	737368	62611	927	4096	9742	10015	742	5730	1959	381	4	6	190	745	885	1165	1067	181	1200	252	453	4453	
21.4	39.5	308394	10322	192	510	4627	736	115	1098	1236	104	0	5	0	123	159	228	182	62	347	52	116	1055	
21.4	40.0	59543	296	25	1	42	16	9	156	98	2	0	0	0	7	4	17	19	9	12	2	15	34	
21.4	40.5	21532	105	7	9	31	13	1	54	35	5	0	0	0	24	0	7	1	1	2	1	4	9	
21.6	39.0	213676	23297	428	5961	3574	1443	324	1928	1470	69	2	10	0	358	539	377	401	31	593	116	250	1815	
21.6	39.5	15030	89	2	0	20	3	3	35	45	0	0	0	0	0	0	1	3	0	2	0	0	10	
21.6	40.5	6109	20	1	0	7	1	1	17	12	0	0	0	0	1	0	1	2	1	2	0	2	2	
21.8	38.5	733	66	2	0	7	176	1	10	20	0	0	0	0	0	2	1	2	0	0	0	1	9	
21.8	39.0	11770	1192	23	20	132	56	11	95	21	0	0	1	0	39	30	15	8	5	37	3	7	74	
21.8	39.5	3511	17	2	2	1	1	1	8	29	0	0	0	0	0	1	2	0	0	1	0	0	3	
21.8	42.0	11325	30	2	0	7	2	0	28	20	0	0	0	0	0	1	8	1	0	0	0	0	5	
22.0	39.0	8797	96	7	3	55	8	2	19	34	0	0	0	0	1	1	3	4	2	2	1	1	10	
22.2	39.0	6179	1585	115	9	61	66	10	27	20	0	0	0	0	5	11	15	8	0	13	1	5	35	
22.2	39.5	3770	26	8	0	2	0	0	15	9	1	0	0	0	0	0	0	0	0	2	0	0	2	
22.2	46.5	10800	70	8	2	8	8	2	19	17	4	0	0	0	0	1	1	3	2	2	0	1	7	
22.4	39.0	5539	96	2	1	38	14	0	11	36	2	0	0	0	3	0	0	1	2	2	0	1	10	
22.4	41.5	2353	86	0	0	3	1	0	7	4	0	0	0	0	1	10	1	40	0	0	0	10	2	
22.4	53.5	134	43	0	0	0	3	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	
22.6	39.0	5643	124	3	4	17	6	2	36	25	6	0	0	0	4	1	3	2	0	2	0	1	16	
22.6	53.0	27	2	2	0	54	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
22.8	38.5	1002	41	1	1	5	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	0	4	
22.8	39.0	4415	35	2	0	5	4	0	12	5	1	0	0	0	0	2	2	0	1	1	0	2	8	
22.8	43.0	0	14	3	0	1	0	0	0	0	0	0	0	0	51	0	0	4	0	2	0	0	2	
23.0	39.5	1188	12	1	1	14	0	0	7	2	0	0	0	0	1	8	1	0	1	2	0	1	2	
23.0	53.5	514	65	1	0	12	16	0	16	1	0	0	0	0	0	4	2	2	0	1	0	0	8	
23.4	40.5	6855	43	0	0	5	1	0	10	41	0	0	0	0	0	0	0	0	1	0	0	1	2	
23.4	46.5	8718	67	4	1	14	1	1	30	14	0	0	0	0	72	0	2	1	0	1	0	1	9	
23.4	53.5	628	59	0	1	17	5	0	6	6	0	0	0	0	0	1	0	2	0	0	1	2	4	
23.6	38.5	6977	56	1	2	4	2	2	27	14	1	0	0	0	1	0	4	1	1	2	0	1	2	
23.6	44.5	5634	48	1	0	6	2	1	12	19	0	0	0	0	0	1	0	2	0	2	1	0	10	
23.6	46.5	3477	22	4	0	3	5	0	9	6	0	7	0	0	45	0	6	3	0	1	0	1	1	
23.6	53.5	3698	378	7	12	63	33	8	9	5	0	0	0	0	4	13	6	5	0	31	4	8	42	
23.8	38.0	7945	535	5	13	39	92	4	50	24	1	0	0	0	2	3	5	7	1	5	3	5	26	
23.8	42.5	24356	113	4	4	10	6	2	53	50	7	0	0	0	4	3	4	16	0	5	3	1	12	
23.8	47.0	13865	47	4	5	22	6	2	44	32	0	0	0	0	0	1	2	7	2	2	0	7	10	
23.8	52.0	146	35	1	3	8	4	1	3	1	1	0	0	0	1	1	2	1	0	1	0	1	14	
23.8	52.5	1933	109	3	4	52	4	2	14	1	1	0	0	0	0	2	1	0	0	6	2	2	19	
24.0	38.0	60615	1501	47	36	162	217	12	266	115	17	0	0	0	16	15	26	25	15	29	3	13	114	
24.0	45.0	5565	153	1	1	14	1	2	9	20	0	0	0	0	0	1	1	1	0	5	1	0	5	
24.0	47.0	111969	1537	34	153	263	129	9	473	220	107	0	0	0	19	30	41	47	31	44	8	24	239	
24.0	49.0	1766	51	0	0	1	2	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	3	
24.0	51.5	2484	120	1	1	2	4	0	11	2	2	0	0	0	3	0	2	0	0	3	0	0	9	
24.0	52.5	1772	719	22	9	444	75	10	5	7	2	0	0	0	10	6	12	13	1	12	1	7	74	
24.0	53.0	2592	86	22	4	5	2	1	4	3	0	0	0	0	2	2	1	2	0	7	0	2	5	
24.0	53.5	207	40	1	0	8	1	2	1	0	0	0	0	0	1	1	3	0	0	3	0	1	4	
24.2	39.5	8406	103	2	4	44	4	2	22	33	0	0	0	0	3	1	1	0	1	8	0	1	17	
24.2	43.5	7906	25	3	0	9	1	0	20	9	1	0	0	0	0	0	4	4	2	0	0	1	1	
