18.0	41.6	35	3	2	0	0	0	0	0	1	0	0	
18.0	41.7	0	0	2	0	0	0	0	0	0	0	0	
18.0	42.2	19	1	0	0	0	0	0	0	0	0	0	
18.0	42.4	20	6	1	0	0	0	0	0	0	0	0	
18.0	42.7	40	4	1	0	0	0	0	0	0	0	0	
18.0	42.8	19	0	2	0	0	0	0	0	0	1	0	
18.0	42.9	15	1	1	0	0	0	0	0	0	0	0	
18.0	43.0	39	8	1	1	0	0	0	0	0	0	0	
18.0	43.1	17	0	1	0	0	0	0	0	0	0	0	
18.0	43.2	7	1	1	0	0	0	0	0	0	0	0	
18.0	43.4	15	2	1	0	0	0	0	0	0	0	0	
18.0	43.5	10	2	1	0	0	0	0	0	0	0	0	
18.0	43.9	2	2	0	0	0	0	0	0	0	0	0	
18.05	42.0	10	0	0	0	0	0	0	0	0	0	0	
18.05	42.1	1	0	0	0	0	0	0	0	0	0	0	
18.05	42.2	56	3	3	0	0	0	0	0	0	0	0	
18.05	42.6	10	1	3	1	0	0	0	0	0	0	0	
18.05	42.7	111	12	4	0	0	0	0	0	0	1	1	
18.05	42.8	109	19	1	2	2	0	0	0	1	3	0	
18.05	42.9	43	6	0	2	0	0	0	0	0	0	0	
18.05	43.0	51	5	0	1	0	0	0	0	0	1	0	
18.05	43.1	102	20	6	2	0	0	0	0	0	2	0	
18.05	43.2	18	1	0	1	0	0	0	0	0	0	0	
18.05	43.5	6	3	1	0	0	0	0	0	0	0	0	
18.05	47.9	1	0	0	0	0	0	0	0	0	0	0	
18.1	41.6	17	1	1	0	0	0	0	0	0	0	0	
18.1	41.9	7	2	0	0	0	0	0	0	0	0	0	
18.1	42.0	8	1	1	0	0	0	0	0	0	1	0	
18.1	42.1	11	0	1	0	0	0	0	0	0	0	0	
18.1	42.2	23	3	0	0	0	0	0	0	0	0	0	
18.1	42.3	14	3	0	0	0	0	0	0	0	0	0	
18.1	42.5	52	7	0	1	0	0	0	0	1	0	0	
18.1	42.6	61	9	4	0	0	0	0	0	0	0	0	
18.1	42.7	26	4	4	0	0	0	0	0	0	0	0	
18.1	42.8	66	6	3	1	1	0	0	0	0	0	0	
18.1	42.9	15	1	0	0	0	0	0	0	0	1	1	
18.1	43.0	6	0	0	0	0	0	0	0	0	0	0	
18.1	43.1	36	1	3	0	0	0	0	0	0	0	0	
18.1	43.5	4	1	1	0	0	0	0	0	0	0	0	
18.1	44.1	4	1	0	0	0	0	0	0	0	0	0	
18.15	41.5	12	2	0	0	0	0	0	0	0	0	0	
18.15	41.9	8	2	1	0	0	0	0	0	0	0	0	
18.15	42.0	5	0	0	0	0	0	0	0	0	0	0	
18.15	42.2	54	6	3	0	0	0	0	0	0	0	0	
18.15	42.3	12	1	1	0	0	0	0	0	0	0	0	
18.15	42.4	34	7	0	0	0	0	0	0	0	1	0	
18.15	42.5	189	59	2	6	0	0	0	0	0	7	0	
18.15	42.6	108	21	11	2	0	0	0	0	0	0	1	
18.15	42.7	107	18	2	1	1	0	0	0	0	0	0	
18.15	42.8	573	71	18	11	3	0	0	0	0	2	0	
18.15	42.9	8	3	1	0	0	0	0	0	0	0	0	
18.15	43.0	11	2	0	0	0	0	0	0	0	0	0	
18.15	43.1	11	0	0	0	0	0	0	0	0	0	0	
