18.0	41.66	21	2	2	0	0	0	0	0	0	0	0	
18.0	42.78	4	0	0	0	0	0	0	0	0	0	0	
18.0	43.08	8	0	0	0	0	0	0	0	0	0	0	
18.01	43.44	9	2	0	0	0	0	0	0	0	0	0	
18.02	42.4	2	1	0	0	0	0	0	0	0	0	0	
18.02	42.480000000000004	3	1	0	0	0	0	0	0	0	0	0	
18.02	42.8	6	0	0	0	0	0	0	0	0	0	0	
18.02	43.46	3	0	1	0	0	0	0	0	0	0	0	
18.03	41.76	0	0	1	0	0	0	0	0	0	0	0	
18.03	42.74	19	1	0	0	0	0	0	0	0	0	0	
18.03	42.8	4	0	0	0	0	0	0	0	0	0	0	
18.04	42.72	7	2	1	0	0	0	0	0	0	0	0	
18.04	43.0	14	2	0	0	0	0	0	0	0	0	0	
18.04	43.08	4	1	0	0	0	0	0	0	0	0	0	
18.05	42.72	5	2	2	0	0	0	0	0	0	0	0	
18.05	42.8	8	0	1	0	1	0	0	0	0	0	0	
18.05	42.96	6	1	0	0	0	0	0	0	0	0	0	
18.05	42.980000000000004	8	2	0	0	0	0	0	0	0	0	0	
18.05	43.54	5	0	0	0	0	0	0	0	0	0	0	
18.06	42.7	12	1	0	0	0	0	0	0	0	0	0	
18.06	42.72	14	0	2	0	0	0	0	0	0	0	1	
18.06	42.8	14	3	0	0	0	0	0	0	0	0	0	
18.06	42.86	1	0	0	0	0	0	0	0	0	0	0	
18.06	42.92	4	0	0	0	0	0	0	0	0	0	0	
18.06	43.14	6	1	1	0	0	0	0	0	0	0	0	
18.07	42.2	17	1	0	0	0	0	0	0	0	0	0	
18.07	42.76	16	2	1	0	0	0	0	0	0	0	0	
18.07	42.78	9	1	1	0	0	0	0	0	0	0	0	
18.07	42.8	15	2	0	0	0	0	0	0	0	0	0	
18.07	42.94	7	1	0	0	0	0	0	0	0	0	0	
18.07	42.96	6	2	0	0	0	0	0	0	0	0	0	
18.07	43.08	7	1	0	0	0	0	0	0	0	0	0	
18.07	43.14	17	0	1	0	0	0	0	0	0	0	0	
18.07	43.22	2	1	0	1	0	0	0	0	0	0	0	
18.08	42.1	1	0	0	0	0	0	0	0	0	0	0	
18.08	42.2	9	0	0	0	0	0	0	0	0	0	0	
18.08	42.22	13	3	1	0	0	0	0	0	0	0	0	
18.08	42.74	10	0	0	0	0	0	0	0	0	0	0	
18.08	42.76	6	0	1	0	0	0	0	0	0	0	0	
18.08	42.78	17	1	1	0	0	0	0	0	0	1	0	
18.08	42.8	16	3	0	1	0	0	0	0	1	2	0	
18.08	42.82	5	0	0	0	0	0	0	0	0	0	0	
18.08	42.980000000000004	2	0	0	0	0	0	0	0	0	0	0	
18.08	43.0	4	0	0	0	0	0	0	0	0	0	0	
18.08	43.08	8	1	0	1	0	0	0	0	0	0	0	
18.08	43.1	25	4	1	0	0	0	0	0	0	2	0	
18.08	43.12	35	5	2	0	0	0	0	0	0	0	0	
18.08	43.14	22	8	1	0	0	0	0	0	0	0	0	
18.09	42.08	10	0	0	0	0	0	0	0	0	0	0	
18.09	42.2	1	0	0	0	0	0	0	0	0	0	0	
18.09	42.22	27	0	2	0	0	0	0	0	0	0	0	
18.09	42.68	8	0	3	0	0	0	0	0	0	0	0	
18.09	42.7	5	0	0	0	0	0	0	0	0	0	0	
18.09	42.78	21	2	0	0	0	0	0	0	0	0	0	
18.09	42.8	58	6	0	1	1	0	0	0	0	1	0	
18.09	42.82	17	4	0	0	0	0	0	0	0	0	0	
18.09	42.84	5	3	0	0	0	0	0	0	0	0	0	
18.09	42.94	1	0	0	0	0	0	0	0	0	0	0	
18.09	43.12	26	3	2	1	0	0	0	0	0	0	0	
18.1	41.6	17	1	1	0	0	0	0	0	0	0	0	
18.1	41.9	2	0	0	0	0	0	0	0	0	0	0	
18.1	42.2	4	0	0	0	0	0	0	0	0	0	0	
18.1	42.22	7	1	0	0	0	0	0	0	0	0	0	
18.1	42.68	6	2	2	0	0	0	0	0	0	0	0	
18.1	42.78	6	0	2	0	0	0	0	0	0	0	0	
18.1	42.8	22	1	0	0	1	0	0	0	0	0	0	
18.1	42.82	3	0	0	0	0	0	0	0	0	0	0	
18.1	43.12	14	0	0	0	0	0	0	0	0	0	0	
18.1	43.54	2	0	1	0	0	0	0	0	0	0	0	
18.1	43.56	2	0	1	0	0	0	0	0	0	0	0	
18.11	41.9	4	0	0	0	0	0	0	0	0	0	0	
18.11	42.1	11	0	0	0	0	0	0	0	0	0	0	
18.11	42.32	1	0	0	0	0	0	0	0	0	0	0	
18.11	42.68	16	1	2	0	0	0	0	0	0	0	0	
18.11	42.8	11	1	1	0	0	0	0	0	0	0	0	
18.11	43.08	2	0	0	0	0	0	0	0	0	0	0	
18.11	43.1	8	0	1	0	0	0	0	0	0	0	0	
