18.21	42.5	285	15	1	0	5	2	2	7	4	0	0	0	0	0	0	2	0	0	0	0	1	3	
18.21	42.52	210	8	2	0	1	1	1	6	6	0	0	0	0	1	0	1	1	0	1	1	1	5	
18.21	42.54	152	7	3	0	2	0	0	5	4	0	0	0	0	0	1	0	0	0	0	0	0	1	
18.22	42.480000000000004	208	13	1	0	4	2	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	5	
18.22	42.58	102	6	1	1	3	1	1	7	2	1	0	0	0	1	0	1	1	1	0	0	0	2	
18.24	42.28	8	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	
18.24	42.56	66	3	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	
18.26	42.76	97	2	1	0	5	1	0	2	4	1	0	0	0	0	1	0	2	0	1	0	1	2	
18.3	42.72	205	12	1	1	4	2	1	6	2	0	0	0	0	1	1	2	1	0	1	1	2	5	
18.81	42.88	5	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	
19.73	41.42	7	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.240000000000002	40.4	242	23	1	0	4	2	0	1	4	0	0	0	0	1	0	0	1	0	1	0	1	2	
21.25	40.4	293	12	1	0	4	2	0	16	4	0	0	0	0	0	0	0	2	0	0	0	0	3	
21.25	40.42	389	26	1	2	7	3	0	15	7	1	0	1	0	0	1	3	0	0	1	2	2	3	
21.26	40.36	38	7	0	0	0	1	0	11	3	0	0	0	0	0	0	1	0	0	0	0	0	0	
21.26	40.4	349	16	1	2	6	2	0	18	11	0	0	0	0	1	0	0	3	1	2	0	1	5	
21.26	40.42	532	31	5	1	14	3	3	14	12	1	0	0	0	2	2	6	1	1	5	2	0	11	
21.26	40.44	168	2	0	0	1	0	0	4	6	0	0	0	0	0	0	0	1	0	0	1	0	0	
21.27	40.4	341	20	1	2	8	3	0	7	5	1	0	0	0	1	1	3	2	0	1	1	0	7	
