18.02	42.4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
18.06	42.72	19	2	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	
18.2	42.5	279	16	0	0	2	2	1	12	3	0	0	0	0	0	1	1	1	0	2	0	0	3	
18.2	42.52	103	10	0	1	4	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	2	3	
18.2	42.54	55	5	1	1	2	1	1	2	4	0	0	0	0	0	0	1	2	0	1	0	0	1	
18.21	42.5	319	19	1	0	2	5	2	8	5	0	0	0	0	0	0	2	2	1	4	1	3	4	
18.21	42.54	218	14	0	0	5	1	1	7	2	0	0	0	0	0	1	1	1	0	1	1	1	1	
18.22	42.480000000000004	238	18	2	4	6	3	2	11	4	0	0	0	0	1	1	3	3	0	3	1	1	5	
18.22	42.5	218	15	1	1	4	1	1	10	2	0	0	0	0	1	0	1	2	0	2	0	0	1	
18.23	42.6	48	3	1	0	0	0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	0	1	
18.23	42.76	118	5	1	0	1	2	1	2	2	0	0	0	0	1	0	1	1	0	1	0	1	4	
18.24	42.78	92	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
18.27	42.6	35	2	1	0	2	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	
18.27	42.64	15	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.28	42.74	154	7	0	1	3	2	0	8	4	0	0	0	0	1	0	1	3	3	0	0	1	0	
18.29	42.72	152	14	1	2	1	4	0	4	2	0	0	0	0	0	1	1	1	0	0	1	1	2	
18.29	42.74	297	18	2	0	5	0	1	9	5	0	0	0	0	3	0	0	1	0	0	0	0	5	
18.3	42.72	270	11	0	1	7	3	1	5	6	0	0	0	0	1	1	1	1	0	3	1	1	3	
18.3	42.74	320	9	1	1	5	0	0	9	4	0	0	0	0	1	0	2	0	0	1	0	1	0	
18.31	42.68	190	13	1	0	2	0	0	5	6	1	0	0	0	1	1	2	0	0	1	0	0	3	
18.31	42.7	81	6	1	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	2	0	0	1	
18.37	42.5	3	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	
18.53	43.38	10	2	0	0	1	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	
19.98	42.34	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
20.11	41.28	18	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	
21.14	42.68	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.23	40.4	171	19	0	1	5	1	3	10	4	1	0	0	0	0	0	0	0	0	0	0	0	2	
21.240000000000002	40.4	326	17	3	0	4	2	0	10	5	0	0	0	0	1	1	2	3	0	2	0	0	4	
21.25	40.38	127	5	0	0	2	0	0	5	2	0	0	0	0	0	0	0	1	1	0	0	0	0	
21.25	40.4	433	23	1	1	8	2	3	25	12	0	0	0	0	2	0	1	3	2	0	0	0	5	
21.25	40.42	545	35	4	3	5	4	1	26	9	2	0	0	0	2	1	2	1	1	5	0	1	9	
21.26	40.4	533	31	2	2	7	1	0	17	8	0	0	0	0	2	0	1	3	0	1	0	1	4	
21.26	40.42	737	38	2	3	9	4	1	23	17	3	0	0	0	0	0	4	1	2	3	0	0	12	
21.26	40.44	205	15	2	2	3	0	0	7	3	0	0	0	0	2	0	0	0	1	0	0	0	3	
21.27	40.38	158	13	0	1	1	2	0	8	3	1	0	0	0	1	0	0	0	0	0	0	0	4	
21.27	40.4	478	35	6	2	19	9	4	14	20	1	0	0	0	1	2	0	1	1	5	0	0	5	
21.27	40.42	516	37	0	1	10	1	0	13	11	2	0	0	0	2	1	1	4	2	0	0	1	7	
21.28	40.36	29	4	2	1	2	2	1	1	1	0	0	0	0	1	1	1	1	1	1	2	1	3	
21.28	40.4	487	30	4	1	16	7	0	18	14	1	0	0	0	3	0	3	2	2	2	0	3	5	
21.28	40.42	419	17	1	1	6	5	4	8	9	0	0	0	0	1	0	1	0	0	3	0	2	5	
21.28	40.44	225	13	0	0	3	3	1	5	4	0	0	0	0	0	2	0	0	1	1	0	0	1	
21.29	40.4	266	10	1	0	5	4	0	5	3	0	0	0	0	0	0	0	3	3	1	0	1	6	
21.29	40.42	227	11	0	0	3	1	1	9	3	0	0	0	0	0	1	0	0	0	2	1	1	3	
21.31	39.24	31	2	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	2	
21.32	40.42	151	5	0	0	5	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	
21.33	39.94	111	19	0	0	1	0	4	1	11	0	0	0	0	0	0	0	0	0	0	0	1	2	
21.33	40.42	117	6	1	0	3	0	0	4	6	0	0	0	0	1	0	3	1	0	1	0	2	2	
21.34	39.18	18	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
21.34	39.88	58	13	0	0	0	1	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	2	
21.34	39.9	124	22	4	4	8	4	1	9	4	0	0	0	0	3	4	3	1	0	7	3	2	10	
21.34	40.42	166	10	1	0	1	0	0	9	4	0	0	0	0	1	1	0	1	0	1	0	0	4	
21.34	40.44	209	13	2	1	3	2	0	4	4	0	0	0	0	1	0	0	0	0	2	0	1	5	
21.35	39.78	189	29	2	1	11	2	1	10	4	1	0	0	0	1	1	1	1	1	2	1	0	7	
21.35	39.82	176	19	1	0	2	2	0	7	1	0	0	0	0	0	0	0	1	0	0	1	0	1	
